,SiteEnergyUseWN(kBtu),TotalGHGEmissions,log-SiteEnergyUseWN(kBtu),log-TotalGHGEmissions
116,551381.0,8.66,13.220183132860546,2.2679936482244267
117,297740960.0,10780.64,19.51173440805626,9.285599966472553
118,8680483.0,175.9,15.976587845450645,5.17558460116574
119,4285693.0,127.73,15.27079305722658,4.857717187671543
120,2690623.0,105.92,14.805283694937303,4.672080891270718
121,13085938.0,467.18,16.387048852930683,6.148852837356725
122,3045139.0,43.78,14.929057435080718,3.8017616111706087
123,2835789.0,80.79,14.857831115937604,4.4041549867468825
124,5741732.0,144.53,15.563271639104478,4.980382250925235
125,11430634.0,192.09,16.251807589783397,5.263156401454447
126,3183918.0,68.3,14.973623385924324,4.238444906195857
127,2295845.0,38.55,14.646611961001357,3.677565694213663
128,4466541.0,65.33,15.312125065415765,4.194642283537465
129,2790234.0,16.83,14.841636379641134,2.8808824318750488
130,6645204.0,218.12,15.70940609991698,5.389619524954822
131,5987042.0,223.86,15.605108192109858,5.415477986321614
132,2237428.0,47.96,14.620837996784106,3.8910036382040705
133,2568364.0,56.51,14.758780067648301,4.051958845725663
134,9239505.0,202.07,16.038998978985195,5.313550747188626
135,19745870.0,371.48,16.79845496416349,5.920183345103019
136,25053130.0,977.73,17.036509367704507,6.8862558128689
137,27255250.0,798.63,17.120756757757505,6.6841491206818135
138,1590846.0,45.32,14.27977713676231,3.83557383326474
139,3993902.0,26.35,15.200279506233333,3.3087165288679903
140,10273140.0,71.62,16.14504337740354,4.28524036598619
141,4870875.0,61.62,15.398784355679595,4.1370847158982595
142,19176010.0,145.67,16.769170628729903,4.988185165258664
143,10155788.0,69.01,16.133554445694863,4.248638088989106
144,24882924.0,173.47,17.029692383233794,5.16175280709181
